ref,itemDescriptionEN,brand,nameEN,encodeNameEN,title,description,full_description
023856YV,Honour Woman Eau de Parfum,Amouage,Fragrances,fragrance/women,Honour Woman Eau De Parfum,"Experience Amouage Honour Woman Eau de Parfum—a white floral fragrance inspired by Madame Butterfly, echoing love, sorrow, and eternal beauty.Honour the truth! Wear the legend!What is the story of Amouage Honour Woman Eau de Parfum?Honour Woman by Amouage is a luminous white floral fragrance inspired by the tragic love story of Madame Butterfly. Created as an ode to truth and beauty, it captures the delicate sorrow of unfulfilled love and the strength of feminine grace. Each note whispers a verse of her story—poetic, powerful, unforgettable.Fragrance Features:Inspired by the opera Madame ButterflyElegant blend of jasmine, tuberose, and lily of the valleyA timeless tribute to love, memory, and femininityLong-lasting with a graceful, lingering trailPerfect for women who wear their hearts with honourFragrance Composition:The fragrance begins with a bold and invigorating blend of top notes, where the sharp, spicy kick of pepper intertwines with the tangy freshness of rhubarb leaves. Coriander adds an herbal depth, creating an opening that is both vibrant and intriguing. As the scent evolves, it unfurls into a rich and floral heart. The essence of jasmine weaves seamlessly with the creamy sweetness of tuberose, while gardenia adds a touch of elegance. Lily of the valley brings a delicate, fresh sweetness, balanced by the soft, spicy warmth of carnation. Together, these heart notes create a symphony of floral opulence that feels both romantic and sophisticated. The fragrance then settles into its base, where vetiver grounds the composition with its woody, smoky character. Frankincense adds a resinous, slightly mystical quality, while amber introduces warmth and a golden glow. Opoponax, with its sweet, balsamic undertones, further enhances the fragrance’s richness. Leather adds a luxurious, subtly animalistic touch, bringing depth and lasting power to this beautifully complex scent.","Amouage Honour Woman Eau de Parfum Experience Amouage Honour Woman Eau de Parfum—a white floral fragrance inspired by Madame Butterfly, echoing love, sorrow, and eternal beauty.Honour the truth! Wear the legend!What is the story of Amouage Honour Woman Eau de Parfum?Honour Woman by Amouage is a luminous white floral fragrance inspired by the tragic love story of Madame Butterfly. Created as an ode to truth and beauty, it captures the delicate sorrow of unfulfilled love and the strength of feminine grace. Each note whispers a verse of her story—poetic, powerful, unforgettable.Fragrance Features:Inspired by the opera Madame ButterflyElegant blend of jasmine, tuberose, and lily of the valleyA timeless tribute to love, memory, and femininityLong-lasting with a graceful, lingering trailPerfect for women who wear their hearts with honourFragrance Composition:The fragrance begins with a bold and invigorating blend of top notes, where the sharp, spicy kick of pepper intertwines with the tangy freshness of rhubarb leaves. Coriander adds an herbal depth, creating an opening that is both vibrant and intriguing. As the scent evolves, it unfurls into a rich and floral heart. The essence of jasmine weaves seamlessly with the creamy sweetness of tuberose, while gardenia adds a touch of elegance. Lily of the valley brings a delicate, fresh sweetness, balanced by the soft, spicy warmth of carnation. Together, these heart notes create a symphony of floral opulence that feels both romantic and sophisticated. The fragrance then settles into its base, where vetiver grounds the composition with its woody, smoky character. Frankincense adds a resinous, slightly mystical quality, while amber introduces warmth and a golden glow. Opoponax, with its sweet, balsamic undertones, further enhances the fragrance’s richness. Leather adds a luxurious, subtly animalistic touch, bringing depth and lasting power to this beautifully complex scent."
019175ZX,Lashout Mascara,BPerfect,Masks,makeup/eyes-brows/mascara,Lashout Mascara - Length Lashes,"Get ready to Lashout with this groundbreaking mascara - Lashout Mascara! Its hydrating gel formula delivers maximum volume with just one application. Choose from black or brown for defined, length-defying lashes.Make your lashes the star of the show with Lashout Mascara - one swipe for maximum volume, all-day allure!Key Benefits:Hydrating gel formula amplifies lashes with one application.Custom brush wand ensures maximum volume from root to tip.Perfects lash definition.Active Ingredients:Hydrating gel formula (specific ingredients may vary)Lashout Mascara is the ultimate game-changer for your beauty routine. Its hydrating gel formula provides instant volume and definition with just one swipe, while the custom brush wand ensures maximum coverage from root to tip. Whether you opt for classic black or subtle brown, your lashes will be the center of attention, defying length and boasting all-day allure.","BPerfect Lashout Mascara Get ready to Lashout with this groundbreaking mascara - Lashout Mascara! Its hydrating gel formula delivers maximum volume with just one application. Choose from black or brown for defined, length-defying lashes.Make your lashes the star of the show with Lashout Mascara - one swipe for maximum volume, all-day allure!Key Benefits:Hydrating gel formula amplifies lashes with one application.Custom brush wand ensures maximum volume from root to tip.Perfects lash definition.Active Ingredients:Hydrating gel formula (specific ingredients may vary)Lashout Mascara is the ultimate game-changer for your beauty routine. Its hydrating gel formula provides instant volume and definition with just one swipe, while the custom brush wand ensures maximum coverage from root to tip. Whether you opt for classic black or subtle brown, your lashes will be the center of attention, defying length and boasting all-day allure."
016832FO,Issa Baby ,Foreo,Toothbrushes & Accessories,health-care/oral-health/toothbrushes-accessories,Issa Baby Sonic Toothbrush Children 0-4 Years,"ISSA&trade; Baby isa mild ISSA baby sonic toothbrush for babies from 0 to 4 years old.   A fun toothbrushing!   Made entirely of super soft, medical grade silicone, ISSA&trade; baby is the perfect solution for the oral care needs of the little ones.  In Massage Mode, gentle sonic pulses calm irritation from the appearance of teething even before your baby s first tooth, while Brushing Mode keeps milk teeth clean and healthy. The extremely secure design, with no removable parts or sharp edges, makes it extremely safe for small mouths, so you don t have to worry about damage to the soft enamel of your teeth or gum tissue.  Smile Helpers Smile and Sad make tooth brushing fun and interesting.   	Ultra-safe and non-removable brush head. No sharp edges 	Up to 480 uses per USB charge 	Ultra-soft, fast-drying, phthaate-free silicone and bisphenol A ","Foreo Issa Baby  ISSA&trade; Baby isa mild ISSA baby sonic toothbrush for babies from 0 to 4 years old.   A fun toothbrushing!   Made entirely of super soft, medical grade silicone, ISSA&trade; baby is the perfect solution for the oral care needs of the little ones.  In Massage Mode, gentle sonic pulses calm irritation from the appearance of teething even before your baby s first tooth, while Brushing Mode keeps milk teeth clean and healthy. The extremely secure design, with no removable parts or sharp edges, makes it extremely safe for small mouths, so you don t have to worry about damage to the soft enamel of your teeth or gum tissue.  Smile Helpers Smile and Sad make tooth brushing fun and interesting.   	Ultra-safe and non-removable brush head. No sharp edges 	Up to 480 uses per USB charge 	Ultra-soft, fast-drying, phthaate-free silicone and bisphenol A "
017796YY,Idebenone + Blackberry Complex Serum,Mary and May,Anti-Ageing Global,skin/global-anti-aging/seruns,Idebenone + Blackberry Complex Serum - Anti Aging Complex for All Skin Types,"The Idebenone + Blackberry Complex Serum is designed to be quickly absorbed into the skin. Its highly concentrated Idebenone works in harmony with Blackberry Complex to maximize the serum's antioxidant effect on the skin.This hypoallergenic serum is specially formulated with 1,000 ppm of Idebenone and 20% Blackberry Complex, two potent antioxidants that help reverse signs of aging while protecting the skin from environmental irritants.The most powerful skin antioxidant.The key feature of this product is its utilization of advanced technology to extract raw Idebenone, increasing its solubility and improving the skin's ability to absorb it. This ensures that the skin benefits from all the goodness of Idebenone in the serum. Moreover, the formulation incorporates the potent antioxidant effects of anthocyanins, creating the most effective combination of ingredients for radiant, glowing skin.Idebenone has been gaining more recognition in the beauty industry due to its abundant antioxidant benefits and is often compared to the naturally occurring compound, Coenzyme Q10. Idebenone skincare products are generally well-tolerated by all skin types and are an alternative for treating fine lines and rejuvenating sensitive skin.<i>**The pipette for this product was changed in January 2023 by the brand. You may receive a white or black pipette product.</i>This product contains:1000 ppm of Idebenone - antioxidant;20% of Blackberry Complex (Anthocyanins and flavonoids) - antioxidant;Arginine - wrinkle soothing and skin pumpling.Máry &amp; May's entire product range is devoid of :Paraben, isothiazolinones, imidazolidinyl urea, BHA, benzalkonium chloride, diazolidinyl urea, BHA, benzalkonium chloride, diazolidinyl urea, BHT, 0-Cymen-5-ol, sorbic acid, thymol, phenoxyethanol, isopropyl alcohol;Diisononyl phthalate;Triethanolamine, sodium lauryl sulfate, sodium laureth sulfate;Benzophenone-3, butyl methoxydibenzoylmethane;the brand uses a tiny amount (less than 1%) of harmless, allergen-free scents in only some of its products to make the inherent scents of natural ingredients more appealing.","Mary and May Idebenone + Blackberry Complex Serum The Idebenone + Blackberry Complex Serum is designed to be quickly absorbed into the skin. Its highly concentrated Idebenone works in harmony with Blackberry Complex to maximize the serum's antioxidant effect on the skin.This hypoallergenic serum is specially formulated with 1,000 ppm of Idebenone and 20% Blackberry Complex, two potent antioxidants that help reverse signs of aging while protecting the skin from environmental irritants.The most powerful skin antioxidant.The key feature of this product is its utilization of advanced technology to extract raw Idebenone, increasing its solubility and improving the skin's ability to absorb it. This ensures that the skin benefits from all the goodness of Idebenone in the serum. Moreover, the formulation incorporates the potent antioxidant effects of anthocyanins, creating the most effective combination of ingredients for radiant, glowing skin.Idebenone has been gaining more recognition in the beauty industry due to its abundant antioxidant benefits and is often compared to the naturally occurring compound, Coenzyme Q10. Idebenone skincare products are generally well-tolerated by all skin types and are an alternative for treating fine lines and rejuvenating sensitive skin.<i>**The pipette for this product was changed in January 2023 by the brand. You may receive a white or black pipette product.</i>This product contains:1000 ppm of Idebenone - antioxidant;20% of Blackberry Complex (Anthocyanins and flavonoids) - antioxidant;Arginine - wrinkle soothing and skin pumpling.Máry &amp; May's entire product range is devoid of :Paraben, isothiazolinones, imidazolidinyl urea, BHA, benzalkonium chloride, diazolidinyl urea, BHA, benzalkonium chloride, diazolidinyl urea, BHT, 0-Cymen-5-ol, sorbic acid, thymol, phenoxyethanol, isopropyl alcohol;Diisononyl phthalate;Triethanolamine, sodium lauryl sulfate, sodium laureth sulfate;Benzophenone-3, butyl methoxydibenzoylmethane;the brand uses a tiny amount (less than 1%) of harmless, allergen-free scents in only some of its products to make the inherent scents of natural ingredients more appealing."
014867LC,Eyeliner 24H Drama Liquid Pencil ,Lancome,Eyeliners & Pencils,makeup/eyes-brows/eyeliners-pencil,Eyeliner 24H Drama Liquid Pencil,"24H Drama Liquid Pencil is a gel eyeliner pencil that glides perfectly, achieving an intense and lasting color with just one pass.  Available in 8 shades and 3 finishes: matte, metallic and shiny.   Dramatic looks that last all day!   PRO Tip:  * For brown eyes, try the hottest and gold tones like blue (Parisian Night), violet (Purple Cabaret) and petroleum blue (Seine Sparkles).  * For green eyes, put black on the line of the lower eyelashes to correct any redness, and try purple (Purple Cabaret), olive green (Green Metropolitan) and coppery shades (French Chocolate).  * For blue eyes, try brown, bronze, golden (Leading Lights) or dark blues (Parisian Night) tones.","Lancome Eyeliner 24H Drama Liquid Pencil  24H Drama Liquid Pencil is a gel eyeliner pencil that glides perfectly, achieving an intense and lasting color with just one pass.  Available in 8 shades and 3 finishes: matte, metallic and shiny.   Dramatic looks that last all day!   PRO Tip:  * For brown eyes, try the hottest and gold tones like blue (Parisian Night), violet (Purple Cabaret) and petroleum blue (Seine Sparkles).  * For green eyes, put black on the line of the lower eyelashes to correct any redness, and try purple (Purple Cabaret), olive green (Green Metropolitan) and coppery shades (French Chocolate).  * For blue eyes, try brown, bronze, golden (Leading Lights) or dark blues (Parisian Night) tones."
010730LT,Letiat4 Atopic Skin Defense Spray,Leti,Sensitive Skin,sun-tan/body/sensitive-intolerant-skin,Letiat4 Atopic Skin Defense Spray SPF50 +,"Letiat4 defense spray spf50+is a multiprotector barrier spray for daily care of atopic skin.   Barrier effect against sun, chlorine, sand, pollution and sweat!   PRO-CASPASA-14 SYSTEM -This system promotes the synthesis of Caspase-14 and Filaggrin by repairing the skin barrier and protecting it from the damage produced by solar radiation at the cellular DNA level. The system promotes the skin s natural photoprotection systems.  Shea butter extract whoprotects the atopic skin from the oxidative stress generated by external agents such as solar radiation, chlorine and pollution, thus preventing the atopic signs from worsening.  Can be sprayed continuously. Adapted for children and adults with atopic, dry and sensitive skin.","Leti Letiat4 Atopic Skin Defense Spray Letiat4 defense spray spf50+is a multiprotector barrier spray for daily care of atopic skin.   Barrier effect against sun, chlorine, sand, pollution and sweat!   PRO-CASPASA-14 SYSTEM -This system promotes the synthesis of Caspase-14 and Filaggrin by repairing the skin barrier and protecting it from the damage produced by solar radiation at the cellular DNA level. The system promotes the skin s natural photoprotection systems.  Shea butter extract whoprotects the atopic skin from the oxidative stress generated by external agents such as solar radiation, chlorine and pollution, thus preventing the atopic signs from worsening.  Can be sprayed continuously. Adapted for children and adults with atopic, dry and sensitive skin."
017324YA,Jeju Fresh Aloe Soothing Gel ,The Saem,Dryness & Dehydration,skin/dehydration/specific-moisturizers,Jeju Fresh Aloe Soothing Gel,"Jeju Fresh Aloe Soothing Gelis a moisturizing and soothing gel.   Moisturizes and refreshes dry, irritated skin!   Formulated with 99% fresh aloe vera leaf extract from Jeju Island, this soothing gel can be used on the face, body, hair, nails, and as an aftershave product.  Perfect for all skin types.","The Saem Jeju Fresh Aloe Soothing Gel  Jeju Fresh Aloe Soothing Gelis a moisturizing and soothing gel.   Moisturizes and refreshes dry, irritated skin!   Formulated with 99% fresh aloe vera leaf extract from Jeju Island, this soothing gel can be used on the face, body, hair, nails, and as an aftershave product.  Perfect for all skin types."
006844DA,Intral Soothing Cream ,Darphin,Redness & Rosacea,skin/moisturisers/redness-rosacea,Intral Soothing Cream,"Intolerant skins tend to show irritation, redness and discomfort with some frequency, which may be due to particularcosmetics.  The Intral soothing creamis Darphin s answer to these skin types, as it is formulated without synthetic preservatives or dyes that might be sensitizing.   Moisturizedand soothed, the skin reveals its beauty!   This product is especially gentle, and provides bothcomfortand lasting moisturizationfor sensitive skin, while attenuating any irritation that may exist and protecting it from environmental aggressions that may be irritating.","Darphin Intral Soothing Cream  Intolerant skins tend to show irritation, redness and discomfort with some frequency, which may be due to particularcosmetics.  The Intral soothing creamis Darphin s answer to these skin types, as it is formulated without synthetic preservatives or dyes that might be sensitizing.   Moisturizedand soothed, the skin reveals its beauty!   This product is especially gentle, and provides bothcomfortand lasting moisturizationfor sensitive skin, while attenuating any irritation that may exist and protecting it from environmental aggressions that may be irritating."
002863MU,Liniment Dermo-Protecteur,Mustela,Diaper Change,mom-baby/first-years/diaper-change,Mustela Liniment Dermo-Protecteur,A natural combination care traditionally composed by extra-virgin olive oil rich in Omega 6 and 9 and calcium hydroxide.   Effectively protects at every diaper change Gentle cleansing   Its rich and creamy texture creates a protective layer that isolates the skin from external aggressions (moisture and diaper friction).   	Clinically tested under dermatological and pediatric control 	High tolerance proven in hypersensitive skin 	Formulated to minimize the risk of allergic reactions   ,Mustela Liniment Dermo-Protecteur A natural combination care traditionally composed by extra-virgin olive oil rich in Omega 6 and 9 and calcium hydroxide.   Effectively protects at every diaper change Gentle cleansing   Its rich and creamy texture creates a protective layer that isolates the skin from external aggressions (moisture and diaper friction).   	Clinically tested under dermatological and pediatric control 	High tolerance proven in hypersensitive skin 	Formulated to minimize the risk of allergic reactions   
009571EH,Visible Difference Skin Balancing Exfoliating Cleanser,Elizabeth Arden,Combination to Oily Skin,skin/cleansers-tonners/combination-to-oily-skin,Visible Difference Skin Balancing Exfoliating Cleanser,"Visible difference skin balancing exfoliant cleanser leaves acleanskin, free of impurities, balanced and revitalized.Revitalized skin and free of impurities!Suitable for mixed and oily skins, this brings the feeling of spa to your home. Cleangently and at the same time removes dead cells without upsetting skin balance.Ideal for use with a tonic to see better results as well as a more radiant skin.","Elizabeth Arden Visible Difference Skin Balancing Exfoliating Cleanser Visible difference skin balancing exfoliant cleanser leaves acleanskin, free of impurities, balanced and revitalized.Revitalized skin and free of impurities!Suitable for mixed and oily skins, this brings the feeling of spa to your home. Cleangently and at the same time removes dead cells without upsetting skin balance.Ideal for use with a tonic to see better results as well as a more radiant skin."
016654YP,How do Eye Look? Rested,The Creme Shop,Tissue Masks,skin/masks-exfoliators/tissue-masks,How do Eye Look? Rested Under Eye Patches,"How do Eye Look? Rested are patches that offer the look of a good night s sleep thanks to retinol, caffeine, and vitamin C.   Get the look of 8 hours of sleep packed into 15 minutes!   Restorative under-eye patches are your new best friend to help combat dark under-eye circles, for when life doesn t allow for beauty sleep.  Retinol stimulates new cell production while fading dark spots.  Vitamin C helps increase elasticity and brighten the skin.  Caffeine wakes up tired eyes and helps reduce the appearance of dark circles under the eyes.    <div> <img alt="""" src=""https://cdn.shopify.com/s/files/1/0930/8720/files/TCS_Icons_Cruelty-Free_480x480.png?v=1609397291"" style=""border:0px; box-sizing:inherit; height:39px; margin:0px; max-width:100%; width:21px"" /> Cruelty-Free   <img alt="""" src=""https://cdn.shopify.com/s/files/1/0930/8720/files/TCS_Icons_Paraben-Free_480x480.png?v=1609397352"" style=""border:0px; box-sizing:inherit; height:29px; margin:0px; max-width:100%; width:23px"" /> Paraben-Free   <img alt="""" src=""https://cdn.shopify.com/s/files/1/0930/8720/files/TCS_Icons_Sulfate-Free_480x480.png?v=1609397361"" style=""border:0px; box-sizing:inherit; height:29px; margin:0px; max-width:100%; width:27px"" /> Sulfate-Free   <img alt="""" src=""https://cdn.shopify.com/s/files/1/0930/8720/files/K_Flag-01_480x480.png?v=1609434736"" style=""border:0px; box-sizing:inherit; height:33px; margin:0px; max-width:100%; width:33px"" /> Made in Korea </div>","The Creme Shop How do Eye Look? Rested How do Eye Look? Rested are patches that offer the look of a good night s sleep thanks to retinol, caffeine, and vitamin C.   Get the look of 8 hours of sleep packed into 15 minutes!   Restorative under-eye patches are your new best friend to help combat dark under-eye circles, for when life doesn t allow for beauty sleep.  Retinol stimulates new cell production while fading dark spots.  Vitamin C helps increase elasticity and brighten the skin.  Caffeine wakes up tired eyes and helps reduce the appearance of dark circles under the eyes.    <div> <img alt="""" src=""https://cdn.shopify.com/s/files/1/0930/8720/files/TCS_Icons_Cruelty-Free_480x480.png?v=1609397291"" style=""border:0px; box-sizing:inherit; height:39px; margin:0px; max-width:100%; width:21px"" /> Cruelty-Free   <img alt="""" src=""https://cdn.shopify.com/s/files/1/0930/8720/files/TCS_Icons_Paraben-Free_480x480.png?v=1609397352"" style=""border:0px; box-sizing:inherit; height:29px; margin:0px; max-width:100%; width:23px"" /> Paraben-Free   <img alt="""" src=""https://cdn.shopify.com/s/files/1/0930/8720/files/TCS_Icons_Sulfate-Free_480x480.png?v=1609397361"" style=""border:0px; box-sizing:inherit; height:29px; margin:0px; max-width:100%; width:27px"" /> Sulfate-Free   <img alt="""" src=""https://cdn.shopify.com/s/files/1/0930/8720/files/K_Flag-01_480x480.png?v=1609434736"" style=""border:0px; box-sizing:inherit; height:33px; margin:0px; max-width:100%; width:33px"" /> Made in Korea </div>"
005149PC,Lady Million for Her Deodorant Natural Spray ,Paco Rabanne,Deodorants,fragrance/deodorants,Lady Million for Her Deodorant Natural Spray,"Natural deodorant spray.  Floral fruity woody fragrance.   Invigorating deodorant!   Fragrance composed of bitter orange, raspberry andneroli and completed with orange blossom, jasmine,patchouli, honey,...  Glamour and femininity in an exceptional fragrance!","Paco Rabanne Lady Million for Her Deodorant Natural Spray  Natural deodorant spray.  Floral fruity woody fragrance.   Invigorating deodorant!   Fragrance composed of bitter orange, raspberry andneroli and completed with orange blossom, jasmine,patchouli, honey,...  Glamour and femininity in an exceptional fragrance!"
016701NT,Goodbye Redness Centella Spot Cream ,Benton,"Oiliness, Acne & Pores",skin/targeted-correction/oiliness-acne-pores,Goodbye Redness Centella Spot Cream,"Goodbye Redness Centella Cream helps eliminate pimples and redness.   Moisturizes, soothes the skin and restores balance!   Asoothing cream for the skin with tiger grass extract, tea tree and pink calamine that can be applied to individual areas of the skin or across the face.  It presents the following ingredients:   	42% Centella Asiatica</i>:Takes care of sensitive and irritated skin with a tendency to redness. Normalizes lipid balance, reduces itching, soothes and protects sensitive and irritated skin. 	Tea tree:The oil of the tea tree takes care of the irritated and troubled skin. 	10% Calamine: Slightly pink zinc oxide powder has an astringent and antiseptic effect. 	Herbal ingredients revitalize dry andtired skin and ensure a luminous complexion.   <img alt="""" src=""https://cdn.shopify.com/s/files/1/0930/8720/files/TCS_Icons_Vegan_480x480.png?v=1609397368"" style=""height:12px; width:19px"" />Free Vegan<img alt="""" src=""https://cdn.accentuate.io/6537711714376/1616518076985/cruelty-free.svg?v=0"" style=""height:20px; width:19px"" />Cruelty Free","Benton Goodbye Redness Centella Spot Cream  Goodbye Redness Centella Cream helps eliminate pimples and redness.   Moisturizes, soothes the skin and restores balance!   Asoothing cream for the skin with tiger grass extract, tea tree and pink calamine that can be applied to individual areas of the skin or across the face.  It presents the following ingredients:   	42% Centella Asiatica</i>:Takes care of sensitive and irritated skin with a tendency to redness. Normalizes lipid balance, reduces itching, soothes and protects sensitive and irritated skin. 	Tea tree:The oil of the tea tree takes care of the irritated and troubled skin. 	10% Calamine: Slightly pink zinc oxide powder has an astringent and antiseptic effect. 	Herbal ingredients revitalize dry andtired skin and ensure a luminous complexion.   <img alt="""" src=""https://cdn.shopify.com/s/files/1/0930/8720/files/TCS_Icons_Vegan_480x480.png?v=1609397368"" style=""height:12px; width:19px"" />Free Vegan<img alt="""" src=""https://cdn.accentuate.io/6537711714376/1616518076985/cruelty-free.svg?v=0"" style=""height:20px; width:19px"" />Cruelty Free"
017370SR,Izumi Tonic Thickening Serum ,Shu Uemura,Hair Loss,hair/hair-loss/seruns-leave-in,Ashita Supreme Intense Thickening Serum,"Izumi Tonic Thickening Serum infused infused with rice water, strengthens, moisturizes, and adds shine in a single drop.Get up to 30 times stronger hair!The Izumi - Japanese fountain - Tonic is inspired by the Japanese hair beauty tradition yu-su-ru, which consists of soaking hair in rice water.This light and transparent formula, used in the Izumi Tonic range, gently cleanses, strengthens and gives density to the hair.The result: hair that is 30 times stronger, thicker, protected from breakage, and split ends reduced by up to 91%.","Shu Uemura Izumi Tonic Thickening Serum  Izumi Tonic Thickening Serum infused infused with rice water, strengthens, moisturizes, and adds shine in a single drop.Get up to 30 times stronger hair!The Izumi - Japanese fountain - Tonic is inspired by the Japanese hair beauty tradition yu-su-ru, which consists of soaking hair in rice water.This light and transparent formula, used in the Izumi Tonic range, gently cleanses, strengthens and gives density to the hair.The result: hair that is 30 times stronger, thicker, protected from breakage, and split ends reduced by up to 91%."
010861GL,L'Homme Idéal Deodorant Spray ,Guerlain,Deodorants,men/perfumes/deodorants,L'Homme Idéal Perfumed Deodorant Spray,"The complement to an ideal man feel fresh all day: L homme id&eacute;al perfumed Deodorant spray.   Freshness and protection during the allday!   A deodorant in spray that gives instant freshness and protection throughout the day.  The fragrance features notes of almond, rosemary, orange blossom such as<a href=""/guerlain-homme-ideal-eau-parfum-fragrancia-masculina-p-010860gl""> l homme Id&eacute;al Eau de Parfum</a>.  ","Guerlain L'Homme Idéal Deodorant Spray  The complement to an ideal man feel fresh all day: L homme id&eacute;al perfumed Deodorant spray.   Freshness and protection during the allday!   A deodorant in spray that gives instant freshness and protection throughout the day.  The fragrance features notes of almond, rosemary, orange blossom such as<a href=""/guerlain-homme-ideal-eau-parfum-fragrancia-masculina-p-010860gl""> l homme Id&eacute;al Eau de Parfum</a>.  "
